       JobID              Submit               Start            Eligible  Partition          Reservation AllocNodes  AllocCPUS ReqNodes  ReqCPUS      ReqGRES  Timelimit    Elapsed  dragonstooth
------------ ------------------- ------------------- ------------------- ---------- -------------------- ---------- ---------- -------- -------- ------------ ---------- ----------  dragonstooth
619159       2021-02-07T22:49:19 2021-02-08T00:49:02 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:16:42  dragonstooth
619160       2021-02-07T22:49:19 2021-02-08T00:50:14 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:13:28  dragonstooth
619161       2021-02-07T22:49:19 2021-02-08T00:50:38 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:25:00  dragonstooth
619162       2021-02-07T22:49:19 2021-02-08T00:50:46 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   02:58:22  dragonstooth
619163       2021-02-07T22:49:19 2021-02-08T00:52:00 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:16:03  dragonstooth
619164       2021-02-07T22:49:19 2021-02-08T00:52:38 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:05:36  dragonstooth
619165       2021-02-07T22:49:19 2021-02-08T00:52:53 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:02:26  dragonstooth
619166       2021-02-07T22:49:19 2021-02-08T00:53:35 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:05:34  dragonstooth
619167       2021-02-07T22:49:19 2021-02-08T00:53:59 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:58:11  dragonstooth
619168       2021-02-07T22:49:19 2021-02-08T00:54:23 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:05:34  dragonstooth
619169       2021-02-07T22:49:19 2021-02-08T00:54:39 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   02:47:51  dragonstooth
619170       2021-02-07T22:49:19 2021-02-08T00:55:08 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:32:43  dragonstooth
619171       2021-02-07T22:49:19 2021-02-08T00:56:21 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:42:01  dragonstooth
619172       2021-02-07T22:49:19 2021-02-08T00:56:58 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:28:28  dragonstooth
